title,value,weight,food,ingredients,recipe,adult portion size(g),child portion size(g),total recipe weight(g)
Breakfast Burrito,"[200, 200, 80, 30, 40, 30, 30, 15, 1, 2]","[""g"", ""g"", ""g"", ""g"", ""g"", ""g"", ""g"", ""ml"", ""g"", ""g""]","[""large flour tortillas"", "" large eggs"", ""cooked breakfast sausage"", ""shredded cheddar cheese"", ""diced tomatoes"", ""diced onion"", ""diced bell peppers"", ""olive oil"", ""ground cumin"", ""salt and black pepper""]","[""4 large eggs (200g)"", ""4 small flour tortillas (200g)"", ""150g cooked breakfast sausage or bacon"", ""1/2 cup shredded cheddar cheese (60g)"", ""1/4 cup diced red bell pepper (40g)"", ""1/4 cup diced onion (40g)"", ""1/4 cup salsa (60g)"", ""1 tablespoon olive oil (15ml)"", ""Salt and freshly ground black pepper to taste (5g)"", ""Fresh cilantro for garnish (optional, 5g)""]","[""1. In a skillet, heat the olive oil over medium heat."",  ""2. Add the diced onion and red bell pepper, and sauté until softened, about 3-4 minutes."",  ""3. Add the cooked breakfast sausage or bacon to the skillet and stir to combine."",  ""4. In a separate bowl, crack the eggs and season with salt and black pepper. Whisk well."",  ""5. Pour the eggs into the skillet and cook, stirring occasionally, until the eggs are fully scrambled and cooked through, about 3-4 minutes."",  ""6. Remove from heat and set aside."",  ""7. Warm the tortillas in the microwave or on a skillet for 1 minute."",  ""8. Spoon the egg and sausage mixture onto the center of each tortilla."",  ""9. Top with shredded cheddar cheese and salsa."",  ""10. Fold in the sides of the tortilla and roll it up tightly into a burrito."",  ""11. Garnish with fresh cilantro if desired, and serve immediately.""]",350,175,1400
Fried Catfish,"[600, 120, 60, 2, 2, 5, 1, 0.5, 120, 50, 500, 30]","[""g"", ""g"", ""g"", ""g"", ""g"", ""g"", ""g"", ""g"", ""ml"", ""g"", ""ml"", ""g""]","[""catfish fillets"", ""cornmeal"", ""all-purpose flour"", ""paprika"", ""garlic powder"", ""salt"", ""black pepper"", ""cayenne pepper"", ""buttermilk"", ""0"", ""vegetable oil"", ""lemon wedges""]","[""4 catfish fillets (600g)"", ""1 cup cornmeal (120g)"", ""1/2 cup all-purpose flour (60g)"", ""1 teaspoon paprika (2g)"", ""1 teaspoon garlic powder (2g)"", ""1 teaspoon salt (5g)"", ""1/2 teaspoon black pepper (1g)"", ""1/4 teaspoon cayenne pepper (optional, 0.5g)"", ""1/2 cup buttermilk (120ml)"", ""1 large egg (50g)"", ""Vegetable oil for frying (enough to fill the pan, approx. 500ml)"", ""Lemon wedges for serving (optional, 30g)""]","[""1. In a shallow dish, combine the cornmeal, flour, paprika, garlic powder, salt, black pepper, and cayenne pepper (if using)."",  ""2. In another shallow dish, whisk together the buttermilk and egg."",  ""3. Dip each catfish fillet into the buttermilk mixture, then coat evenly with the cornmeal mixture, pressing gently to ensure the fillet is well-coated."",  ""4. Heat vegetable oil in a large skillet or deep fryer over medium-high heat to 350°F (175°C)."",  ""5. Fry the catfish fillets in batches for 4-5 minutes per side, or until golden brown and crispy."",  ""6. Remove the fillets from the skillet and drain on paper towels."",  ""7. Serve immediately with lemon wedges, if desired.""]",300,150,1200
Green Bean Casserole,"[900, 300, 120, 2.5, 0.5, 60, 50]","[""g"", ""g"", ""ml"", ""g"", ""g"", ""g"", ""g""]","[""green beans"", ""cream of mushroom soup"", ""milk"", ""salt"", ""black pepper"", ""fried onions"", ""grated cheddar cheese""]","[""900g fresh or frozen green beans"", ""1 can (300g) cream of mushroom soup"", ""1/2 cup milk (120ml)"", ""1/2 teaspoon salt (2.5g)"", ""1/4 teaspoon freshly ground black pepper (0.5g)"", ""1/2 cup fried onions (60g)"", ""1/2 cup grated cheddar cheese (50g)""]","[""1. Preheat the oven to 350°F (175°C)."",  ""2. If using fresh green beans, blanch them in boiling water for 3-4 minutes, then drain and set aside."",  ""3. In a large mixing bowl, combine the cream of mushroom soup, milk, salt, and black pepper."",  ""4. Stir in the green beans until well coated with the soup mixture."",  ""5. Pour the green bean mixture into a 9x13-inch baking dish."",  ""6. Sprinkle the grated cheddar cheese on top of the green bean mixture."",  ""7. Bake for 25 minutes, or until bubbly and hot."",  ""8. Remove from the oven and sprinkle the fried onions on top."",  ""9. Return the casserole to the oven and bake for an additional 5-10 minutes until the onions are golden brown."",  ""10. Serve hot.""]",250,125,1400
Veggie Burger,"[400, 60, 30, 40, 6, 15, 2, 1, 1, 0.5, 10, 30, 240, 0]","[""g"", ""g"", ""g"", ""g"", ""g"", ""ml"", ""g"", ""g"", ""g"", ""g"", ""g"", ""ml"", ""g"", ""0""]","[""black beans"", ""breadcrumbs"", ""grated carrot"", ""chopped onion"", ""garlic"", ""soy sauce"", ""cumin"", ""paprika"", ""salt"", ""black pepper"", ""fresh parsley"", ""olive oil"", ""whole wheat burger buns"", ""Lettuce, tomato, and condiments""]","[""1 can (400g) black beans, drained and mashed"", ""1/2 cup breadcrumbs (60g)"", ""1/4 cup grated carrot (30g)"", ""1/4 cup finely chopped onion (40g)"", ""2 cloves garlic, minced (6g)"", ""1 tablespoon soy sauce (15ml)"", ""1 teaspoon cumin (2g)"", ""1/2 teaspoon paprika (1g)"", ""1/4 teaspoon salt (1g)"", ""1/4 teaspoon freshly ground black pepper (0.5g)"", ""1/4 cup fresh parsley, chopped (10g)"", ""2 tablespoons olive oil (30ml)"", ""4 whole wheat burger buns (240g)"", ""Lettuce, tomato, and condiments for serving""]","[""1. In a large bowl, mash the black beans with a fork or potato masher until mostly smooth with some chunks remaining."",  ""2. Add the breadcrumbs, grated carrot, chopped onion, minced garlic, soy sauce, cumin, paprika, salt, pepper, and fresh parsley to the bowl."",  ""3. Mix everything together until well combined. If the mixture is too wet, add more breadcrumbs until it holds together."",  ""4. Divide the mixture into 4 equal portions and shape each into a patty."",  ""5. Heat the olive oil in a skillet over medium heat."",  ""6. Cook the patties for 4-5 minutes per side, until golden brown and crispy on the outside."",  ""7. Toast the burger buns in the skillet or oven until lightly browned."",  ""8. Assemble the veggie burgers by placing the patties on the buns and topping with lettuce, tomato, and your preferred condiments."",  ""9. Serve immediately.""]",300,150,1200
Quesadillas,"[200, 100, 100, 100, 50, 40, 60, 15, 2, 2, 5]","[""g"", ""g"", ""g"", ""g"", ""g"", ""g"", ""g"", ""ml"", ""g"", ""g"", ""g""]","[""flour tortillas"", ""shredded cheddar cheese"", ""shredded mozzarella cheese"", ""cooked chicken"", ""bell peppers"", ""onions"", ""sour cream"", ""olive oil"", ""ground cumin"", ""chili powder"", ""salt and black pepper""]","[""4 flour tortillas (200g)"", ""1 cup shredded cheddar cheese (100g)"", ""1 cup shredded mozzarella cheese (100g)"", ""1/2 cup cooked chicken, shredded (100g)"", ""1/2 cup bell peppers, diced (50g)"", ""1/4 cup onions, diced (40g)"", ""1/4 cup sour cream (60g)"", ""1 tablespoon olive oil (15ml)"", ""1 teaspoon ground cumin (2g)"", ""1 teaspoon chili powder (2g)"", ""Salt and freshly ground black pepper to taste (5g)""]","[""1. Heat 1 tablespoon of olive oil in a large skillet over medium heat."",  ""2. Add the diced onions and bell peppers, and cook for 3-4 minutes until softened."",  ""3. Stir in the shredded chicken, ground cumin, chili powder, salt, and black pepper. Cook for an additional 2-3 minutes until the chicken is heated through."",  ""4. Remove from heat and set the chicken mixture aside."",  ""5. Heat a separate large skillet or griddle over medium heat."",  ""6. Place one tortilla in the skillet and sprinkle half of the shredded cheddar and mozzarella cheese evenly on top."",  ""7. Add half of the chicken mixture on top of the cheese."",  ""8. Place a second tortilla on top, pressing it gently."",  ""9. Cook for 2-3 minutes per side, until the tortillas are golden brown and the cheese has melted."",  ""10. Remove from the skillet and slice into wedges."",  ""11. Serve the quesadillas with sour cream on the side.""]",300,150,1200
Sweet Potato Fries,"[600, 30, 2, 1, 1, 0.5, 0.5]","[""g"", ""ml"", ""g"", ""g"", ""g"", ""g"", ""g""]","[""sweet potatoes"", ""olive oil"", ""paprika"", ""garlic powder"", ""salt"", ""black pepper"", ""cayenne pepper""]","[""2 large sweet potatoes (about 600g)"", ""2 tablespoons olive oil (30ml)"", ""1 teaspoon paprika (2g)"", ""1/2 teaspoon garlic powder (1g)"", ""1/4 teaspoon salt (1g)"", ""1/4 teaspoon freshly ground black pepper (0.5g)"", ""1/4 teaspoon cayenne pepper (optional, 0.5g)""]","[""1. Preheat the oven to 425°F (220°C)."",  ""2. Peel the sweet potatoes and cut them into thin fries, about 1/4-inch thick."",  ""3. In a large bowl, toss the sweet potato fries with olive oil, paprika, garlic powder, salt, black pepper, and cayenne pepper (if using) until evenly coated."",  ""4. Spread the fries in a single layer on a baking sheet lined with parchment paper."",  ""5. Bake for 20-25 minutes, flipping the fries halfway through, until golden and crispy."",  ""6. Remove from the oven and serve immediately.""]",250,125,750
Biscuits and Gravy,"[2, 15, 2.5, 2.5, 115, 180, 450, 24, 480, 2.5, 0.5, 0.5, 0.5]","[""cup"", ""g"", ""g"", ""g"", ""g"", ""ml"", ""g"", ""g"", ""ml"", ""g"", ""g"", ""g"", ""g""]","[""all-purpose flour"", ""baking powder"", ""salt"", ""sugar"", ""cold butter"", ""milk"", ""breakfast sausage"", ""all-purpose flour"", ""milk"", ""salt"", ""black pepper"", ""ground sage"", ""crushed red pepper flakes""]","[""2 cups all-purpose flour (240g)"", ""1 tablespoon baking powder (15g)"", ""1/2 teaspoon salt (2.5g)"", ""1/2 teaspoon sugar (2.5g)"", ""1/2 cup cold butter, cubed (115g)"", ""3/4 cup milk (180ml)"", ""1 pound breakfast sausage (450g)"", ""2 tablespoons all-purpose flour (24g)"", ""2 cups milk (480ml)"", ""1/2 teaspoon salt (2.5g)"", ""1/4 teaspoon freshly ground black pepper (0.5g)"", ""1/4 teaspoon ground sage (0.5g)"", ""1/4 teaspoon crushed red pepper flakes (optional, 0.5g)""]","[""1. Preheat the oven to 450°F (230°C)."",  ""2. In a large bowl, combine the flour, baking powder, salt, and sugar."",  ""3. Cut in the cold butter using a pastry cutter or fork until the mixture resembles coarse crumbs."",  ""4. Gradually add the milk, stirring until the dough comes together."",  ""5. Turn the dough out onto a floured surface and gently knead it for 1-2 minutes."",  ""6. Pat the dough into a 1-inch thick rectangle, then cut it into rounds using a biscuit cutter."",  ""7. Place the biscuits on a baking sheet and bake for 10-12 minutes, or until golden brown."",  ""8. While the biscuits bake, cook the breakfast sausage in a large skillet over medium heat, breaking it up as it cooks, until browned and fully cooked."",  ""9. Sprinkle 2 tablespoons of flour over the sausage and stir to combine."",  ""10. Gradually add the milk, stirring constantly until the gravy thickens, about 5 minutes."",  ""11. Season with salt, black pepper, sage, and red pepper flakes (if using)."",  ""12. Remove the biscuits from the oven and serve with the sausage gravy on top.""]",400,200,1600
Chicken Tikka Masala,"[500, 30, 30, 30, 150, 6, 10, 2, 2, 2, 2, 1, 1, 200, 200, 2.5, 0.5, 10, 0]","[""g"", ""g"", ""ml"", ""ml"", ""g"", ""g"", ""g"", ""g"", ""g"", ""g"", ""g"", ""g"", ""g"", ""g"", ""ml"", ""g"", ""g"", ""0""]","[""boneless chicken breast"", ""plain yogurt"", ""lemon juice"", ""vegetable oil"", ""onion"", ""garlic"", ""grated fresh ginger"", ""ground cumin"", ""ground coriander"", ""ground turmeric"", ""garam masala"", ""ground cinnamon"", ""chili powder"", ""canned diced tomatoes"", ""heavy cream"", ""salt"", ""freshly ground black pepper"", ""fresh cilantro"", ""cooked rice or naan""]","[""500g boneless chicken breast, cut into cubes"", ""2 tablespoons plain yogurt (30g)"", ""2 tablespoons lemon juice (30ml)"", ""2 tablespoons vegetable oil (30ml)"", ""1 medium onion, chopped (150g)"", ""2 cloves garlic, minced (6g)"", ""1 tablespoon grated fresh ginger (10g)"", ""1 teaspoon ground cumin (2g)"", ""1 teaspoon ground coriander (2g)"", ""1 teaspoon ground turmeric (2g)"", ""1 teaspoon garam masala (2g)"", ""1/2 teaspoon ground cinnamon (1g)"", ""1/2 teaspoon chili powder (1g)"", ""200g canned diced tomatoes"", ""200ml heavy cream"", ""1/2 teaspoon salt (2.5g)"", ""1/4 teaspoon freshly ground black pepper (0.5g)"", ""Fresh cilantro for garnish (optional, 10g)"", ""Cooked rice or naan for serving""]","[""1. In a bowl, combine the chicken cubes with yogurt, lemon juice, 1 teaspoon cumin, 1 teaspoon coriander, and 1 teaspoon garam masala. Marinate for at least 30 minutes, preferably 1 hour."",  ""2. Heat vegetable oil in a large skillet over medium heat. Add the chopped onion and sauté until softened, about 5 minutes."",  ""3. Add the minced garlic and grated ginger to the skillet and cook for 1 minute until fragrant."",  ""4. Stir in the remaining cumin, coriander, turmeric, cinnamon, and chili powder. Cook for 2-3 minutes to toast the spices."",  ""5. Add the marinated chicken cubes to the skillet and cook for 5-7 minutes until the chicken is browned."",  ""6. Stir in the canned diced tomatoes and cook for another 5 minutes."",  ""7. Add the heavy cream and stir to combine. Simmer the sauce for 10-15 minutes until thickened and the chicken is cooked through."",  ""8. Season with salt and black pepper to taste."",  ""9. Garnish with fresh cilantro and serve with rice or naan.""]",350,175,1500
Beef Kebabs,"[500, 30, 15, 6, 2, 2, 1, 1, 5, 5, 150, 150, 150, 0]","[""g"", ""ml"", ""ml"", ""g"", ""g"", ""g"", ""g"", ""g"", ""g"", ""g"", ""g"", ""g"", ""g"", ""0""]","[""beef sirloin or tenderloin"", ""olive oil"", ""lemon juice"", ""garlic"", ""ground cumin"", ""paprika"", ""ground turmeric"", ""ground black pepper"", ""salt"", ""fresh parsley"", ""onion"", ""red bell pepper"", ""green bell pepper"", ""wooden skewers""]","[""500g beef sirloin or tenderloin, cut into cubes"", ""2 tablespoons olive oil (30ml)"", ""1 tablespoon lemon juice (15ml)"", ""2 cloves garlic, minced (6g)"", ""1 teaspoon ground cumin (2g)"", ""1 teaspoon paprika (2g)"", ""1/2 teaspoon ground turmeric (1g)"", ""1/2 teaspoon ground black pepper (1g)"", ""1 teaspoon salt (5g)"", ""1 tablespoon fresh parsley, chopped (5g)"", ""1 onion, cut into chunks (150g)"", ""1 red bell pepper, cut into chunks (150g)"", ""1 green bell pepper, cut into chunks (150g)"", ""Wooden skewers (if using, soaked in water for 30 minutes)""]","[""1. In a large bowl, combine the olive oil, lemon juice, minced garlic, ground cumin, paprika, ground turmeric, black pepper, and salt."",  ""2. Add the beef cubes to the bowl and toss to coat evenly. Marinate for at least 30 minutes, preferably 1-2 hours."",  ""3. Preheat the grill or grill pan over medium-high heat."",  ""4. Thread the marinated beef cubes, onion chunks, and bell pepper chunks onto the skewers, alternating between the beef and vegetables."",  ""5. Grill the kebabs for 10-12 minutes, turning occasionally, until the beef reaches the desired level of doneness (medium-rare to medium)."",  ""6. Remove the kebabs from the grill and let them rest for 5 minutes."",  ""7. Garnish with fresh chopped parsley and serve immediately.""]",350,175,1300
Clam Chowder,"[400, 14, 150, 6, 300, 100, 480, 120, 120, 2.5, 0.5, 1, 5]","[""g"", ""g"", ""g"", ""g"", ""g"", ""g"", ""ml"", ""ml"", ""ml"", ""g"", ""g"", ""g"", ""g""]","[""canned clams"", ""butter"", ""onion"", ""garlic"", ""potatoes"", ""celery"", ""chicken broth"", ""heavy cream"", ""whole milk"", ""salt"", ""freshly ground black pepper"", ""dried thyme"", ""fresh parsley""]","[""400g canned clams, drained and chopped"", ""1 tablespoon butter (14g)"", ""1 medium onion, diced (150g)"", ""2 cloves garlic, minced (6g)"", ""2 medium potatoes, peeled and diced (300g)"", ""1 cup celery, diced (100g)"", ""2 cups chicken broth (480ml)"", ""1/2 cup heavy cream (120ml)"", ""1/2 cup whole milk (120ml)"", ""1/2 teaspoon salt (2.5g)"", ""1/4 teaspoon freshly ground black pepper (0.5g)"", ""1/2 teaspoon dried thyme (1g)"", ""1 tablespoon fresh parsley, chopped (5g)""]","[""1. In a large pot, melt the butter over medium heat."",  ""2. Add the diced onion and cook until softened, about 4-5 minutes."",  ""3. Add the minced garlic and cook for another minute until fragrant."",  ""4. Stir in the diced potatoes, celery, chicken broth, salt, pepper, and thyme."",  ""5. Bring the mixture to a boil, then reduce the heat and let it simmer for 15-20 minutes, or until the potatoes are tender."",  ""6. Add the chopped clams, heavy cream, and milk. Stir to combine and cook for an additional 5 minutes until heated through."",  ""7. Taste and adjust seasoning with additional salt and pepper if needed."",  ""8. Garnish with fresh parsley and serve hot.""]",300,150,1200
Garlic Bread,"[250, 115, 12, 5, 1.5, 0.5, 1, 25]","[""g"", ""g"", ""g"", ""g"", ""g"", ""g"", ""g"", ""g""]","[""baguette or Italian loaf"", ""unsalted butter"", ""minced garlic cloves"", ""fresh chopped parsley"", ""salt"", ""freshly ground black pepper"", ""dried oregano"", ""grated Parmesan cheese""]","[""1 baguette or Italian loaf (250g)"", ""1/2 cup unsalted butter, softened (115g)"", ""4 cloves garlic, minced (12g)"", ""1 tablespoon fresh parsley, chopped (5g)"", ""1/4 teaspoon salt (1.5g)"", ""1/4 teaspoon freshly ground black pepper (0.5g)"", ""1/4 teaspoon dried oregano (1g)"", ""1/4 cup grated Parmesan cheese (25g)""]","[""1. Preheat the oven to 375°F (190°C)."",  ""2. Slice the baguette or loaf into 1-inch thick slices, leaving the slices attached at the bottom."",  ""3. In a bowl, mix together the softened butter, minced garlic, chopped parsley, salt, black pepper, and dried oregano."",  ""4. Spread the garlic butter mixture generously between the slices of bread."",  ""5. Wrap the loaf in aluminum foil and bake for 10-12 minutes."",  ""6. After 10-12 minutes, unwrap the foil and sprinkle the grated Parmesan cheese on top of the bread."",  ""7. Return the bread to the oven for an additional 5 minutes, or until the bread is golden brown and crispy."",  ""8. Serve immediately.""]",150,75,300
Pork Tacos,"[500, 30, 150, 6, 2, 2, 1, 1, 2.5, 0.5, 240, 30, 200, 10, 0]","[""g"", ""ml"", ""g"", ""g"", ""g"", ""g"", ""g"", ""g"", ""g"", ""g"", ""ml"", ""ml"", ""g"", ""g"", ""0""]","[""pork shoulder"", ""olive oil"", ""onion"", ""garlic"", ""ground cumin"", ""chili powder"", ""smoked paprika"", ""ground cinnamon"", ""salt"", ""freshly ground black pepper"", ""chicken broth"", ""lime juice"", ""small corn or flour tortillas"", ""fresh cilantro"", ""salsa, sour cream, and avocado""]","[""500g pork shoulder, cut into small cubes"", ""2 tablespoons olive oil (30ml)"", ""1 medium onion, chopped (150g)"", ""2 cloves garlic, minced (6g)"", ""1 teaspoon ground cumin (2g)"", ""1 teaspoon chili powder (2g)"", ""1/2 teaspoon smoked paprika (1g)"", ""1/4 teaspoon ground cinnamon (1g)"", ""1/2 teaspoon salt (2.5g)"", ""1/4 teaspoon freshly ground black pepper (0.5g)"", ""1 cup chicken broth (240ml)"", ""2 tablespoons lime juice (30ml)"", ""8 small corn or flour tortillas (200g)"", ""Fresh cilantro for garnish (optional, 10g)"", ""Salsa, sour cream, and avocado for serving (optional)""]","[""1. Heat the olive oil in a large skillet over medium-high heat."",  ""2. Add the pork cubes to the skillet and cook for 5-7 minutes, until browned on all sides."",  ""3. Add the chopped onion and minced garlic to the skillet and cook for another 3 minutes until softened."",  ""4. Stir in the cumin, chili powder, smoked paprika, cinnamon, salt, and black pepper."",  ""5. Pour in the chicken broth and lime juice, and stir to combine."",  ""6. Bring the mixture to a simmer and reduce the heat to low. Cover and cook for 30-40 minutes, or until the pork is tender and cooked through."",  ""7. Warm the tortillas in a skillet or microwave for 1 minute."",  ""8. Spoon the cooked pork mixture onto the tortillas."",  ""9. Garnish with fresh cilantro and serve with salsa, sour cream, and avocado if desired.""]",300,150,1200
Shrimp Cocktail,"[500, 60, 30, 15, 5, 1, 0.5, 150, 10]","[""g"", ""g"", ""g"", ""ml"", ""ml"", ""g"", ""g"", ""g"", ""g""]","[""large shrimp"", ""ketchup"", ""horseradish"", ""lemon juice"", ""Worcestershire sauce"", ""hot sauce"", ""freshly ground black pepper"", ""lemon"", ""fresh parsley""]","[""500g large shrimp, peeled and deveined"", ""1/4 cup ketchup (60g)"", ""2 tablespoons horseradish (30g)"", ""1 tablespoon lemon juice (15ml)"", ""1 teaspoon Worcestershire sauce (5ml)"", ""1/2 teaspoon hot sauce (optional, 1g)"", ""1/4 teaspoon freshly ground black pepper (0.5g)"", ""1 lemon, cut into wedges (150g)"", ""Fresh parsley for garnish (optional, 10g)""]","[""1. In a large pot of boiling water, cook the shrimp for 2-3 minutes until pink and opaque."",  ""2. Drain the shrimp and immediately transfer them to a bowl of ice water to stop the cooking process. Let the shrimp cool for 5-10 minutes."",  ""3. In a small bowl, mix together the ketchup, horseradish, lemon juice, Worcestershire sauce, hot sauce (if using), and black pepper to make the cocktail sauce."",  ""4. Arrange the chilled shrimp on a serving platter, with the tails facing out."",  ""5. Serve the shrimp with the cocktail sauce, lemon wedges, and fresh parsley for garnish.""]",200,100,800
Broccoli Cheddar Soup,"[500, 15, 150, 6, 20, 960, 240, 240, 0.5, 0.25, 0.25, 200, 10]","[""g"", ""tbsp"", ""g"", ""g"", ""tbsp"", ""ml"", ""ml"", ""ml"", ""tsp"", ""tsp"", ""tsp"", ""g"", ""g""]","[""broccoli florets"", ""olive oil"", ""onion"", ""garlic"", ""all-purpose flour"", ""vegetable broth"", ""whole milk"", ""heavy cream"", ""salt"", ""freshly ground black pepper"", ""ground nutmeg"", ""sharp cheddar cheese"", ""fresh parsley""]","[""500g broccoli florets"", ""1 tablespoon olive oil (15ml)"", ""1 medium onion, chopped (150g)"", ""2 cloves garlic, minced (6g)"", ""2 tablespoons all-purpose flour (20g)"", ""4 cups vegetable broth (960ml)"", ""1 cup whole milk (240ml)"", ""1 cup heavy cream (240ml)"", ""1/2 teaspoon salt (2.5g)"", ""1/4 teaspoon freshly ground black pepper (0.5g)"", ""1/4 teaspoon ground nutmeg (0.5g)"", ""200g sharp cheddar cheese, grated"", ""Fresh parsley for garnish (optional, 10g)""]","[""1. Heat the olive oil in a large pot over medium heat."",  ""2. Add the chopped onion and sauté for 4-5 minutes until softened."",  ""3. Add the minced garlic and cook for an additional 1 minute until fragrant."",  ""4. Stir in the flour and cook for 2 minutes to form a roux."",  ""5. Gradually add the vegetable broth while stirring to prevent lumps. Bring to a simmer."",  ""6. Add the broccoli florets and cook for 10-12 minutes, until the broccoli is tender."",  ""7. Stir in the milk and heavy cream. Season with salt, black pepper, and ground nutmeg."",  ""8. Using an immersion blender, puree the soup until smooth, or leave some chunks for texture, depending on preference."",  ""9. Stir in the grated cheddar cheese until melted and the soup is smooth."",  ""10. Serve hot, garnished with fresh parsley.""]",350,175,1500
Caesar Wrap,"[200, 300, 1, 0.25, 0.25, 0.25, 1, 1, 0.25, 0.25]","[""g"", ""g"", ""cup"", ""cup"", ""cup"", ""cup"", ""tbsp"", ""tbsp"", ""tsp"", ""tsp""]","[""flour tortillas"", ""cooked chicken breast"", ""Romaine lettuce"", ""Caesar dressing"", ""grated Parmesan cheese"", ""croutons"", ""olive oil"", ""lemon juice"", ""salt"", ""freshly ground black pepper""]","[""2 large flour tortillas (200g)"", ""2 cups cooked chicken breast, sliced (300g)"", ""1 cup Romaine lettuce, chopped (50g)"", ""1/4 cup Caesar dressing (60g)"", ""1/4 cup grated Parmesan cheese (25g)"", ""1/4 cup croutons, crushed (30g)"", ""1 tablespoon olive oil (15ml)"", ""1 tablespoon lemon juice (15ml)"", ""1/4 teaspoon salt (1g)"", ""1/4 teaspoon freshly ground black pepper (0.5g)""]","[""1. In a small bowl, combine the olive oil, lemon juice, salt, and black pepper."",  ""2. Toss the chopped Romaine lettuce in the olive oil dressing mixture."",  ""3. Lay the tortillas flat on a clean surface."",  ""4. Spread 2 tablespoons of Caesar dressing onto each tortilla."",  ""5. Arrange the lettuce, chicken breast, and grated Parmesan cheese in the center of each tortilla."",  ""6. Sprinkle the crushed croutons over the top."",  ""7. Fold in the sides of the tortilla and roll it up tightly to form a wrap."",  ""8. Slice the wrap in half and serve immediately.""]",350,175,700
Onion Rings,"[300, 120, 1, 0.5, 0.25, 50, 240, 100, 0]","[""g"", ""g"", ""tsp"", ""tsp"", ""tsp"", ""g"", ""ml"", ""g"", ""0""]","[""large onions, peeled and sliced into rings"", ""all-purpose flour"", ""baking powder"", ""salt"", ""freshly ground black pepper"", ""0"", ""cold sparkling water"", ""breadcrumbs"", ""vegetable oil for frying (enough to submerge the onion rings)""]","[""2 large onions, peeled and sliced into rings (300g)"", ""1 cup all-purpose flour (120g)"", ""1 teaspoon baking powder (5g)"", ""1/2 teaspoon salt (2.5g)"", ""1/4 teaspoon freshly ground black pepper (0.5g)"", ""1 large egg (50g)"", ""1 cup cold sparkling water (240ml)"", ""1 cup breadcrumbs (100g)"", ""Vegetable oil for frying (enough to submerge the onion rings)""]","[""1. Slice the onions into 1/4-inch thick rings and separate them."",  ""2. In a large bowl, whisk together the flour, baking powder, salt, and black pepper."",  ""3. In a separate bowl, beat the egg and then stir in the cold sparkling water."",  ""4. Gradually add the wet mixture into the dry ingredients, stirring until smooth."",  ""5. Place the breadcrumbs in a shallow dish."",  ""6. Heat the vegetable oil in a deep fryer or large pot to 350°F (175°C)."",  ""7. Dip each onion ring into the batter, allowing the excess to drip off, and then coat in breadcrumbs."",  ""8. Fry the onion rings in batches for 2-3 minutes, or until golden brown and crispy."",  ""9. Remove the onion rings from the oil and drain on paper towels."",  ""10. Serve immediately with your favorite dipping sauce.""]",200,100,800
Chicken Caesar Salad,"[300, 150, 0.25, 0.25, 0.25, 1, 0.25, 0.25, 1, 10]","[""g"", ""g"", ""cup"", ""cup"", ""cup"", ""tbsp"", ""tsp"", ""tsp"", ""tbsp"", ""g""]","[""large chicken breasts"", ""Romaine lettuce"", ""Caesar dressing"", ""grated Parmesan cheese"", ""croutons"", ""olive oil"", ""salt"", ""freshly ground black pepper"", ""lemon juice"", ""fresh parsley""]","[""2 large chicken breasts (300g)"", ""4 cups Romaine lettuce, chopped (150g)"", ""1/4 cup Caesar dressing (60g)"", ""1/4 cup grated Parmesan cheese (25g)"", ""1/4 cup croutons (30g)"", ""1 tablespoon olive oil (15ml)"", ""1/4 teaspoon salt (1g)"", ""1/4 teaspoon freshly ground black pepper (0.5g)"", ""1 tablespoon lemon juice (15ml)"", ""Fresh parsley for garnish (optional, 10g)""]","[""1. Season the chicken breasts with salt, black pepper, and lemon juice."",  ""2. Heat olive oil in a skillet over medium heat and cook the chicken for 6-7 minutes per side, or until fully cooked and golden brown on the outside."",  ""3. Let the chicken rest for 5 minutes, then slice it into strips."",  ""4. In a large bowl, toss the Romaine lettuce with Caesar dressing."",  ""5. Add the sliced chicken on top of the lettuce, followed by grated Parmesan cheese and croutons."",  ""6. Garnish with fresh parsley, if desired, and serve immediately.""]",350,175,1000
